"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2037","do login with valid credentials","chromium","2025-12-25","passed","2025-12-25","Test Application Login page","specs\logInPage.spec.ts","",""
